"Dengue viral component","Human Gene symbol","Human gene Entrez Id","Pubmed Id","Serotype","System","Experiment","Title"
"NS5","DNM2",1785,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS5","ITIH3",3699,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS5","KPNB1",3837,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS5","MATR3",9782,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS5","MLPH",79083,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS5","MYH9",4627,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS5","RNF125",54941,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS5","SIAH2",6478,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS5","SSB",6741,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS5","STAT2",6773,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS5","TAF15",8148,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS5","TOM1L1",10040,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS5","VPS11",55823,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS5","XPO1",7514,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS5","DAXX",1616,22664104,"DENV2","Yeast, 293T","Y2H assay, Co-immunoprecipitation, Co-localization, Mutational analysis","Interaction of dengue virus nonstructural protein 5 with Daxx modulates RANTES production."
"NS5","HSPA1L",3305,22810585,"DENV2","Yeast","Y2H assay","Viral immune modulators perturb the human molecular network by common and unique strategies"
"NS5","NEFH",4744,22810585,"DENV2","Yeast","Y2H assay","Viral immune modulators perturb the human molecular network by common and unique strategies"
"NS5","CYTIP",9595,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS5","DERL2",51009,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS5","EAF1",85403,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS5","EAF2",55840,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS5","EEF1B2",1933,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS5","FAM192A",80011,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS5","FMR1",2332,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS5","HBB",3043,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS5","HSPA5",3309,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS5","IMPDH2",3615,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS5","PSMC1",5700,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS5","RILPL2",196383,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS5","RPL12",6136,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS5","TRIM2",23321,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS5","WWP1",11059,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS5","XPA",7507,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS5","STAT2",6773,23555265,"DENV1, DENV2, DENV3, DENV4","293T, Hepa1.6, U6A, BHK, Vero","Tandem affinity purification, immunoprecipitation and Quantitative RT-PCR (qPC)_x000D_
","Dengue virus co-opts UBR4 to degrade STAT2 and antagonize type I interferon signaling."
"NS5","UBR4",23352,23555265,"DENV1, DENV2, DENV3, DENV4","293T, Hepa1.6, U6A, BHK, Vero","Tandem affinity purification, immunoprecipitation and Quantitative RT-PCR (qCR)","Dengue virus co-opts UBR4 to degrade STAT2 and antagonize type I interferon signaling."
"NS5","ADCK3",56997,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","ARHGEF2",9181,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","ATP1A1",476,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","BRAT1",221927,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","CAD",790,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","CCAR2",57805,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","COPG2",26958,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","CSE1L",1434,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","CTNND1",1500,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","DHCR7",1717,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","DYNC1H1",1778,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","EARS2",124454,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","EIF4G2",1982,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","ERLIN2",11160,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","FAF2",23197,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","FASN",2194,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","FLNA",2316,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","GBF1",8729,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","GCN1L1",10985,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","HACD3",51495,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","HAX1",10456,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","HEATR1",55127,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","HSD17B12",51144,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","HSP90AA1",3320,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","KIAA0368",23392,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","KIAA1524",57650,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","KNTC1",9735,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","MAGED2",10916,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","MAPRE2",10982,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","MMS19",64210,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","MRPL12",6182,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","MTOR",2475,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","NCAPG2",54892,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","NCLN",56926,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","NF1",4763,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","NOC4L",79050,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","PRKDC",5591,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","RNF213",57674,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","SEC61A1",29927,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","SLC16A1",6566,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","SLC1A5",6510,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","SLC25A1",6576,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","SLC25A22",79751,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","SLC25A5",292,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","SLIRP",81892,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","SPTLC1",10558,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","SURF4",6836,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","TELO2",9894,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","TIMM50",92609,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","USP9X",8239,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","XPO1",7514,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","XPO7",23039,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","XPOT",11260,24855065,"DENV2","Vero, HepG2, 293","Isotopic Differentiation of Interactions as Random or Targeted (I-DIRT) Immunoaffinity Purification followed by Mass spectrometry","Quantitative proteomic analysis of host-virus interactions reveals a role for Golgi brefeldin A resistance factor 1(GBF1) in dengue infection."
"NS5","NFKB1",4790,25523420,"DENV2",293,"Real time PCr, ELISA and ChIP assay","NF-κB is required for dengue virus NS5-induced RANTES expression."
"NS5","RANTES",6352,25523420,"DENV2",293,"Real time PCr, ELISA and ChIP assay","NF-κB is required for dengue virus NS5-induced RANTES expression."
"NS5","RELA",5970,25523420,"DENV2",293,"Real time PCr, ELISA and ChIP assay","NF-κB is required for dengue virus NS5-induced RANTES expression."
"NS5","SIAH2",6478,25966194,"DENV3","insilico","Computational analysis","Structural modeling and analysis of dengue-mediated inhibition of interferon signaling pathway."
"NS5","STAT2",6773,25966194,"DENV3","insilico","Computational analysis","Structural modeling and analysis of dengue-mediated inhibition of interferon signaling pathway."
"prM","APOA2",336,21281507,"DENV2","Bacteria","Bacterial two hybrid assay","Dengue-2 structural proteins associate with human proteins to produce a coagulation and innate immune response biased interactome."
"prM","CLIC2",1193,21281507,"DENV2","Bacteria","Bacterial two hybrid assay","Dengue-2 structural proteins associate with human proteins to produce a coagulation and innate immune response biased interactome."
"prM","CLU",1191,21281507,"DENV2","Bacteria","Bacterial two hybrid assay","Dengue-2 structural proteins associate with human proteins to produce a coagulation and innate immune response biased interactome."
"prM","HMGXB3",22993,21281507,"DENV2","Bacteria","Bacterial two hybrid assay","Dengue-2 structural proteins associate with human proteins to produce a coagulation and innate immune response biased interactome."
"prM","MTRNR2L1",100462977,21281507,"DENV2","Bacteria","Bacterial two hybrid assay","Dengue-2 structural proteins associate with human proteins to produce a coagulation and innate immune response biased interactome."
"prM","NF1",4763,21281507,"DENV2","Bacteria","Bacterial two hybrid assay","Dengue-2 structural proteins associate with human proteins to produce a coagulation and innate immune response biased interactome."
"prM","OXSR1",9943,21281507,"DENV2","Bacteria","Bacterial two hybrid assay","Dengue-2 structural proteins associate with human proteins to produce a coagulation and innate immune response biased interactome."
"prM","PEBP1",5037,21281507,"DENV2","Bacteria","Bacterial two hybrid assay","Dengue-2 structural proteins associate with human proteins to produce a coagulation and innate immune response biased interactome."
"prM","PLG",5340,21281507,"DENV2","Bacteria","Bacterial two hybrid assay","Dengue-2 structural proteins associate with human proteins to produce a coagulation and innate immune response biased interactome."
"prM","TMEM167B",56900,21281507,"DENV2","Bacteria","Bacterial two hybrid assay","Dengue-2 structural proteins associate with human proteins to produce a coagulation and innate immune response biased interactome."
"prM","TOB1",10140,21281507,"DENV2","Bacteria","Bacterial two hybrid assay","Dengue-2 structural proteins associate with human proteins to produce a coagulation and innate immune response biased interactome."
"prM","TSPAN3",10099,21281507,"DENV2","Bacteria","Bacterial two hybrid assay","Dengue-2 structural proteins associate with human proteins to produce a coagulation and innate immune response biased interactome."
"prM","TUBA1A",7846,21281507,"DENV2","Bacteria","Bacterial two hybrid assay","Dengue-2 structural proteins associate with human proteins to produce a coagulation and innate immune response biased interactome."
"prM","ZNF365",22891,21281507,"DENV2","Bacteria","Bacterial two hybrid assay","Dengue-2 structural proteins associate with human proteins to produce a coagulation and innate immune response biased interactome."
"prM","ATP6V0E1",8992,18573235,"DENV2","Yeast, HepG2","Y2H assay, Co-immunoprecipitation, inhibition assay","Novel binding between pre-membrane protein and vacuolar ATPase is required for efficient dengue virus secretion."
"prM","CLDN1",9076,19962368,"DENV2","Yeast, Huh-7 cells","Y2H assay, Knock-down analysis, Co-immunoprecipitation","Novel binding between pre-membrane protein and claudin-1 is required for efficient dengue virus entry."
"prM","KDELR1",10945,25753416,"DENV1, DENV2, DENV3, DENV4","HeLa, 293T, Vero","siRNA, Co-immunoprecipitation, GST-pull down assay, Fluorescence Microscopy","KDEL Receptors Assist Dengue Virus Exit from the Endoplasmic Reticulum."
